Protein_name	Condition1_Rep_1_Frac1	Condition1_Rep_1_Frac2	Condition1_Rep_1_Frac3	Condition1_Rep_1_Frac4	Condition1_Rep_1_Frac5	Condition1_Rep_1_Frac6	Condition1_Rep_1_Frac7	Condition1_Rep_1_Frac8	Condition1_Rep_1_Frac9	Condition1_Rep_1_Frac10	Condition1_Rep_1_Frac11	Condition1_Rep_1_Frac12	Condition1_Rep_1_Frac13	Condition1_Rep_1_Frac14	Condition1_Rep_1_Frac15	Condition1_Rep_1_Frac16	Condition1_Rep_1_Frac17	Condition1_Rep_1_Frac18	Condition1_Rep_1_Frac19	Condition1_Rep_1_Frac20	Condition1_Rep_1_Frac21	Condition1_Rep_1_Frac22	Condition1_Rep_1_Frac23	Condition1_Rep_1_Frac24	Condition1_Rep_1_Frac25	Condition1_Rep_1_Frac26	Condition1_Rep_1_Frac27	Condition1_Rep_1_Frac28	Condition1_Rep_1_Frac29	Condition1_Rep_1_Frac30	Condition1_Rep_1_Frac31	Condition1_Rep_1_Frac32	Condition1_Rep_1_Frac33	Condition1_Rep_1_Frac34	Condition1_Rep_1_Frac35	Condition1_Rep_1_Frac36	Condition1_Rep_1_Frac37	Condition1_Rep_1_Frac38	Condition1_Rep_1_Frac39	Condition1_Rep_1_Frac40	Condition2_Rep_1_Frac1	Condition2_Rep_1_Frac2	Condition2_Rep_1_Frac3	Condition2_Rep_1_Frac4	Condition2_Rep_1_Frac5	Condition2_Rep_1_Frac6	Condition2_Rep_1_Frac7	Condition2_Rep_1_Frac8	Condition2_Rep_1_Frac9	Condition2_Rep_1_Frac10	Condition2_Rep_1_Frac11	Condition2_Rep_1_Frac12	Condition2_Rep_1_Frac13	Condition2_Rep_1_Frac14	Condition2_Rep_1_Frac15	Condition2_Rep_1_Frac16	Condition2_Rep_1_Frac17	Condition2_Rep_1_Frac18	Condition2_Rep_1_Frac19	Condition2_Rep_1_Frac20	Condition2_Rep_1_Frac21	Condition2_Rep_1_Frac22	Condition2_Rep_1_Frac23	Condition2_Rep_1_Frac24	Condition2_Rep_1_Frac25	Condition2_Rep_1_Frac26	Condition2_Rep_1_Frac27	Condition2_Rep_1_Frac28	Condition2_Rep_1_Frac29	Condition2_Rep_1_Frac30	Condition2_Rep_1_Frac31	Condition2_Rep_1_Frac32	Condition2_Rep_1_Frac33	Condition2_Rep_1_Frac34	Condition2_Rep_1_Frac35	Condition2_Rep_1_Frac36	Condition2_Rep_1_Frac37	Condition2_Rep_1_Frac38	Condition2_Rep_1_Frac39	Condition2_Rep_1_Frac40	Condition3_Rep_1_Frac1	Condition3_Rep_1_Frac2	Condition3_Rep_1_Frac3	Condition3_Rep_1_Frac4	Condition3_Rep_1_Frac5	Condition3_Rep_1_Frac6	Condition3_Rep_1_Frac7	Condition3_Rep_1_Frac8	Condition3_Rep_1_Frac9	Condition3_Rep_1_Frac10	Condition3_Rep_1_Frac11	Condition3_Rep_1_Frac12	Condition3_Rep_1_Frac13	Condition3_Rep_1_Frac14	Condition3_Rep_1_Frac15	Condition3_Rep_1_Frac16	Condition3_Rep_1_Frac17	Condition3_Rep_1_Frac18	Condition3_Rep_1_Frac19	Condition3_Rep_1_Frac20	Condition3_Rep_1_Frac21	Condition3_Rep_1_Frac22	Condition3_Rep_1_Frac23	Condition3_Rep_1_Frac24	Condition3_Rep_1_Frac25	Condition3_Rep_1_Frac26	Condition3_Rep_1_Frac27	Condition3_Rep_1_Frac28	Condition3_Rep_1_Frac29	Condition3_Rep_1_Frac30	Condition3_Rep_1_Frac31	Condition3_Rep_1_Frac32	Condition3_Rep_1_Frac33	Condition3_Rep_1_Frac34	Condition3_Rep_1_Frac35	Condition3_Rep_1_Frac36	Condition3_Rep_1_Frac37	Condition3_Rep_1_Frac38	Condition3_Rep_1_Frac39	Condition3_Rep_1_Frac40
Protein1034	15964000	190760000	166620000	101100000	70621000	13544000	16653000	9628700	4540000	2481100	2117500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88604000	452290000	211230000	339460000	174430000	81963000	63880000	47208000	21538000	19035000	1199500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6320600	40723000	53473000	72260000	18017000	34427000	4079300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1035	0	9717700	12184000	6431400	11117000	1184600	529330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3721600	27155000	19675000	23372000	6980700	17576000	2632200	1923200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985100	7315000	1417600	5851000	0	6861400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1036	4105600	53390000	70294000	36839000	40719000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11968000	96518000	63125000	59231000	27292000	27339000	11389000	2774200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41761000	20085000	15245000	13217000	12461000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1037	0	9858500	21370000	12689000	11124000	5387400	1457800	9776700	4473600	3628000	3147300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17957000	88666000	43815000	54092000	32676000	21306000	21131000	17702000	9741800	17662000	676190	3289300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41579000	31977000	55284000	22434000	38330000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1038	0	64122000	63379000	17088000	18326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9911700	40202000	27797000	58102000	31224000	14542000	8658700	6071400	0	3965600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13560000	7270300	11750000	6146700	11164000	3025700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1039	22064000	86161000	83476000	37792000	6463300	13562000	22924000	19650000	18394000	15699000	12669000	4300400	4141200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24220000	87595000	58166000	99459000	64309000	32688000	18456000	9352200	7843100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13173000	0	11489000	7842000	15858000	5843700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1040	0	12035000	18798000	6849900	8916000	2504100	1952800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7659900	48750000	27079000	30361000	23576000	10410000	11389000	10602000	4327900	14674000	2820400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20535000	12615000	12134000	7888500	34591000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1041	56825000	219050000	132630000	85184000	57155000	50447000	21172000	65428000	19909000	14238000	1771700	7542500	0	0	0	0	0	0	0	0	0	0	0	0	0	4930600	0	0	0	0	0	0	0	0	4505400	33267000	14418000	20856000	31538000	223120000	90067000	500830000	399540000	418300000	280760000	49605000	81882000	44032000	35796000	55047000	0	0	0	0	0	0	0	0	13194000	0	5704600	0	0	0	0	0	0	0	0	0	0	0	0	0	3084800	24163000	97064000	201560000	529480000	132610000	45874000	117680000	276740000	202410000	77861000	57336000	24027000	28106000	5292400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11874000	68013000	80109000	85549000	39425000
Protein1042	20220000	95773000	36382000	23708000	13486000	15815000	12128000	27482000	7860200	8086800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56605000	216480000	190310000	336040000	834600000	454510000	1068700000	1009200000	1289400000	2165400000	553250000	294910000	271650000	169620000	117160000	94015000	44880000	27764000	69787000	0	0	0	0	0	0	0	0	0	0	0	0	4488000	0	0	0	0	0	0	0	0	111460000	200700000	511080000	900520000	510250000	884070000	1387600000	2244800000	1208500000	1537800000	2027800000	1271100000	846160000	878590000	605360000	614070000	74720000	776530000	118390000	52350000	401600000	241030000	0	44959000	0	28759000	41594000	4236200	0	6811600	8445200	0	0	0	0	0	0	0	0	0
Protein1043	12618000	65709000	68243000	39453000	21988000	25756000	11958000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8689400	33211000	16644000	10372000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42562000	55609000	4100500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1044	34761000	277880000	264490000	124160000	48650000	32678000	38365000	69764000	42866000	35179000	8303000	0	5904500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181230000	801030000	576750000	767340000	514900000	155470000	282890000	276750000	230370000	85267000	59258000	11935000	4691000	0	3789000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16871000	18286000	28557000	0	81602000	310210000	400860000	461660000	338560000	301800000	50838000	13218000	2375200	1596600	2375400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1045	6041700	35295000	6875500	33787000	76436000	10050000	11069000	138190000	34080000	59801000	66206000	56101000	43564000	0	1466100	114780000	59319000	180350000	57783000	82439000	19341000	20524000	36679000	6500600	61334000	79053000	18334000	0	0	14089000	0	0	0	0	0	5213100	1267300	1631200	8046300	11839000	56391000	138470000	42798000	36922000	29703000	31744000	25834000	45540000	30116000	73277000	2684600	10138000	0	0	1971600	1348700	0	2069600	12838000	8426500	34706000	12292000	8125600	1862900	0	10651000	7790000	988800	1179400	896020	0	0	0	0	0	0	7250600	0	36939000	18559000	30888000	55954000	28455000	37531000	24101000	57613000	12819000	6656300	4308800	4132000	3417000	3437100	0	7433600	4577600	3890500	0	4295600	5159500	0	51626000	78651000	22256000	57720000	301900000	82652000	90385000	5811100	22288000	18261000	14091000	9241200	1604500	10861000	2412800	8636200	4893600	4370400	4603900	0
Protein1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6462200	1098700	9559600	37642000	90297000	29839000	31398000	40319000	52089000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3039700	2671800	3619200	7149200	4073600	8187300	4903500	10429000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5107000	1955600	6776500	6567500	5515100	3035100	4910800
Protein1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313750000	119330000	357410000	214820000	125520000	209990000	193730000	37125000	47980000	81662000	181740000	0	0	0	0	0	0	0	0	0	45480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10234000	24902000	35084000	175620000	192240000	1426800000	812400000	268660000	564960000	129100000	145670000	31223000	421020000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4190100	36169000	51181000	61430000	86683000	959360000	279020000	314080000	92844000	59047000	23432000	15546000
Protein1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30257000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1049	0	0	0	17403000	137570000	60086000	119070000	609090000	197580000	347810000	224080000	143810000	81761000	12976000	0	59157000	15853000	62812000	5241200	0	4567000	0	0	0	0	2831800	745260	5265800	18477000	25212000	67006000	260550000	292380000	413820000	418790000	563450000	180770000	165750000	176320000	132830000	0	0	0	11954000	27041000	56099000	83071000	104340000	82839000	127820000	35790000	22652000	12138000	0	0	4708200	4719400	0	6239200	5882500	0	0	0	0	0	0	0	0	10349000	46742000	178480000	335940000	1122100000	953210000	377700000	273080000	78484000	124390000	29905000	54822000	0	0	0	0	3951300	26904000	21531000	32278000	11032000	46601000	41228000	43075000	3949600	11955000	0	4359300	0	3331300	0	0	4241400	0	0	0	16807000	0	0	0	31778000	141770000	332310000	621780000	972130000	1066800000	381090000	422740000	192750000	124740000	33759000	9467900
Protein1050	31958000	94466000	120090000	135590000	83953000	241990000	147570000	111870000	81908000	69341000	34110000	15667000	14610000	7323900	5833200	0	0	0	0	0	0	0	0	0	7305400	6855800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283900	0	0	0	17820000	0	8711300	0	6835400	18502000	0	0	0	3719200	3099800	4886200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1051	0	0	0	0	0	0	0	0	0	0	0	0	0	3860500	4893000	53894000	18745000	143150000	949220000	4083400000	3146000000	10082000000	21207000000	15652000000	1535900000	2214500000	3446400000	1370000000	550190000	301400000	202620000	678240000	257900000	298720000	566640000	1094400000	378870000	775170000	2490300000	5380100000	160970000	355260000	174200000	310390000	171580000	558630000	280680000	517360000	205420000	311030000	291890000	288560000	107610000	16356000	26815000	14250000	38862000	20263000	55100000	298260000	1825700000	1427900000	841200000	3043200000	942390000	2132000000	1253300000	958800000	452610000	296200000	582270000	201440000	1291300000	1051900000	423180000	766850000	333190000	544010000	445960000	3461600000	83602000	75533000	40847000	2394000	8637200	11566000	0	6594200	4466300	0	6037700	0	0	0	0	0	3015400	0	77749000	2285400000	1735900000	4770400000	6079800000	2162300000	1029100000	858130000	735530000	885760000	569360000	639970000	493270000	509190000	696940000	864520000	366520000	511660000	605370000	672030000	468490000	570810000
Protein1052	0	0	0	0	0	0	0	0	0	0	0	14130000	2717900	0	21570000	318940000	372890000	806800000	907780000	1179500000	271740000	1684900000	2530400000	2680900000	144810000	495810000	669980000	243580000	39478000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13472000	120970000	64627000	70665000	524540000	280740000	831270000	492150000	454230000	59424000	4506400	5403500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50587000	0	0	65024000	0	0	0	0	42562000	2661600	0	0	0	0	0	0	0	0	0	0	0
Protein1053	0	6724800	1452400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14779000	12651000	17394000	8317300	19479000	9782800	7234400	5242600	9387200	0	9879900	5895900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13670000	0	0	0	0	0	0	0	0	0	0	0	0
Protein1054	0	0	0	0	0	0	6086900	70693000	24177000	225100000	152290000	787410000	1884800000	383590000	875060000	4901500000	3232300000	14162000000	1570400000	3620900000	2884600000	5350500000	9466300000	3476800000	18604000000	9238000000	2963400000	1256100000	983380000	6020300000	1257800000	665520000	579540000	485070000	356170000	273540000	113830000	99386000	102190000	128640000	0	0	0	0	0	0	7509400	2833000	25854000	105830000	20313000	73259000	111670000	90015000	480880000	1038400000	808410000	1030800000	3424900000	3339600000	5064800000	6711700000	4626100000	3112100000	3715000000	4728000000	5702100000	1299200000	4178000000	2633300000	739030000	1998800000	1078600000	534700000	520800000	292050000	124630000	103390000	49797000	50319000	4562700	0	0	32326000	26727000	0	0	0	0	0	8818500	0	0	0	0	0	0	43836000	32405000	34118000	323780000	514710000	634520000	1150500000	6071600000	2408800000	3487500000	1909100000	5096200000	3185300000	2930300000	1213300000	730440000	942920000	149980000	126130000	154580000	85804000	53228000	0
Protein1055	0	0	0	0	0	0	0	0	0	0	0	0	3092700	1668500	6748200	241090000	109370000	107380000	368750000	835680000	317670000	2038900000	2849100000	1757200000	241050000	421870000	320930000	28932000	0	0	0	3998300	0	0	0	0	0	0	0	0	0	1873500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1626500	1301600	0	3308200	2457000	13975000	1746800	9511800	2546800	4723100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2389100	0	4789500	5092600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3103100	4602400	0	10048000	0	0	4644200	2573900	0	0	0	10754000	0	0	0	4856600	0	0	15028000	12616000	17776000	8787000	16219000	10482000	5921100	22776000	0	0	0	0	0	0	0	41543000	24524000	72453000	19073000	41144000	6798800	0	53136000	25840000	0	0	22387000	0	56533000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7510600	15390000	26492000	17276000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29657000	34207000	20391000	8350200	9846600	16405000	9083700	7847300	0	0	0	0	0	0	0	0
Protein1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4725800	0	5968600	17461000	3151800	1629900	1042000	1026100	0	0	3493700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1058	0	0	0	10682000	22401000	49789000	77146000	346780000	239020000	465230000	339480000	476050000	590470000	269020000	233670000	347980000	211470000	431520000	50635000	71583000	94022000	95413000	52632000	29820000	281870000	116050000	51742000	8372500	5574000	83187000	35384000	22100000	88607000	34802000	44401000	53303000	73491000	72559000	106830000	98578000	6652200	23668000	61017000	222040000	369130000	169140000	704830000	681880000	771950000	2088900000	395550000	541280000	431200000	266560000	376430000	570310000	130690000	101090000	286780000	119300000	368340000	135350000	100210000	6990800	29428000	20425000	0	0	0	0	0	0	0	0	1179300	17404000	37551000	44612000	74256000	64903000	0	0	0	0	0	0	0	0	0	0	4465000	0	0	11437000	25114000	7667100	0	30977000	0	0	66467000	187090000	55986000	95517000	447840000	114930000	241090000	48314000	100340000	263460000	223020000	319030000	242280000	47371000	0	0	8209100	0	0	0
Protein1059	1044700000	2869000000	1339700000	684330000	370830000	294110000	247820000	438370000	241510000	268860000	133210000	100210000	69204000	21598000	17666000	7453000	5616000	30809000	0	4133000	0	1786700	2435400	1423100	21258000	10622000	402410	0	0	26112000	2397400	0	0	0	2820800	5436500	3218300	3389900	3885100	5850300	305980000	503190000	309560000	386700000	219990000	66236000	150050000	97278000	90090000	48535000	7400900	6211000	15063000	0	12686000	6680200	0	0	1587300	0	1423400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33145000	29891000	49308000	56657000	20750000	26831000	18691000	23510000	5052100	3123200	4694600	0	0	0	0	0	0	0	0	0	0	0	0	0	7994900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47681000	95716000	85376000	14192000	0	0	27632000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1127000	51407000	41642000	2169100000	12359000	3912700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1061	0	0	0	28040000	137160000	32793000	66985000	186740000	44118000	84883000	66248000	26301000	24340000	5091300	0	38187000	10586000	12045000	29469000	26682000	0	18066000	93303000	351360000	60253000	825590000	1907600000	1062400000	95383000	7871300	938780	90398000	0	0	2581300	6424600	15847000	19529000	32862000	119310000	0	0	0	2332300	17650000	91646000	87969000	101810000	24085000	32483000	11185000	9793000	2468700	0	0	0	0	0	0	0	0	0	6255900	56333000	77847000	1083000000	602300000	6454200000	127710000	21012000	14154000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24785000	0	2413200	4782500	0	0	20527000	0	0	16825000	0	0	17844000	98402000	233780000	281920000	292040000	781770000	229560000	107800000	84765000	19845000	3820600	4245500	12430000	18388000	25732000	17711000	0	0
Protein1062	5109300000	26562000000	23095000000	12128000000	21962000000	3633300000	2411100000	7489800000	1269300000	2338400000	1620100000	1017800000	743700000	215210000	115870000	564810000	210450000	107450000	67263000	46094000	0	12984000	11339000	6191600	31493000	9971300	5053600	3834500	0	0	0	13663000	3067400	22793000	394810000	2651600000	3467200000	6728900000	14337000000	21665000000	5582400000	20546000000	12990000000	16211000000	15004000000	25329000000	12342000000	13476000000	5034400000	6115900000	2488400000	1389200000	574850000	88456000	42425000	10102000	19584000	7834500	6907700	0	8492100	7576300	6738000	8324100	8761200	5331000	2430300	4262500	0	0	0	0	0	11312000	24678000	176230000	222210000	702980000	604420000	2652200000	299390000	5091200000	4007500000	4685200000	4474700000	5768100000	1139400000	352350000	350110000	230580000	508230000	73069000	27173000	18218000	0	25595000	102720000	0	0	10682000	0	0	0	0	9061200	0	0	0	0	0	0	0	0	0	0	16312000	17880000	46658000	35870000	28549000
Protein1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714800	6480500	154740000	3636300000	11694000000	39738000000	50828000000	59048000000	57877000000	85171000000	20632000000	16140000000	15285000000	28712000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26367000	0	2055200	38230000	280960000	1640700000	2992000000	13159000000	9581900000	6084300000	7427900000	3305600000	2937700000	1090000000	2426900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23129000	98292000	997140000	1669400000	2595100000	22122000000	6391400000	6550100000	2949000000	3012100000	1239000000	891260000
Protein1064	0	0	0	0	0	0	0	0	0	0	0	0	0	3135100	1544800	0	0	0	7023700	10927000	26326000	18811000	22096000	6929500	22994000	13654000	3111700	0	0	25112000	0	0	0	0	0	0	10650000	8652600	0	0	2621000	0	5136900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4945200	4027100	0	3766200	2562800	0	2443200	0	0	0	0	0	0	0	0	0	0	0	8416100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1065	12289000000	40135000000	29876000000	19056000000	13952000000	5156100000	6603500000	5131300000	3009100000	3152300000	1852300000	826380000	520240000	316120000	168590000	292400000	170940000	221030000	71070000	57193000	18565000	29881000	23649000	25584000	13252000	19658000	17590000	8350900	2609400	0	0	3628900	0	0	0	0	3166900	8061700	34139000	42370000	14017000000	36122000000	20824000000	27449000000	18726000000	8413600000	5853200000	2766400000	3419900000	2748900000	1616200000	1182000000	958460000	253770000	594070000	302570000	369510000	244030000	295300000	76083000	16873000	53114000	21057000	30126000	128810000	34081000	19356000	2732700	0	0	7386500	12835000	22174000	21402000	18615000	4443800	14415000	25672000	20725000	12378000	2525100000	6995500000	9128300000	12623000000	6318400000	3204900000	3361700000	1069100000	672570000	632730000	380850000	376740000	174390000	213000000	99793000	146520000	75594000	55194000	29296000	16641000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9054900	11782000	66492000	373170000	2104800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6946300	22658000	10725000	28959000	27164000	425570000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4066100	4269500	7390900
Protein1067	5569300	27300000	56075000	19717000	25153000	4573500	8142500	2778600	2528900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16460000	82811000	40334000	116280000	53880000	19502000	4522600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33205000	23789000	74552000	37138000	19784000	12444000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protein1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17497000	8298400	35882000	23777000	21770000	6981200	1319700	82892000	150710000	131610000	109900000	190830000	584110000	530830000	446370000	584790000	479730000	283000000	231550000	82630000	62011000	88120000	37425000	12523000	39618000	757900	239010000	138510000	52388000	135190000	0	0	0	0	14052000	0	0	0	0	0	0	0	0	0	0	0	0	4781900	16428000	19109000	2289800	48734000	86206000	26132000	125400000	139970000	84284000	49513000	11577000	8648200	1826300	7523400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5990500	5470500	11928000	10151000	5985300	16932000	4259300	3547600	3152300	0	0	0
Protein1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609700	0	6073200	43481000	50593000	139420000	192200000	265220000	248810000	215460000	61296000	9858400	9421900	3010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5412800	9770400	11098000	4726300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
